samples,intensity,group
B.2,18.2614,B
B.2,16.0641,B
B.2,16.8128,B
B.2,18.4925,B
B.2,18.3523,B
B.2,19.0338,B
B.2,20.2949,B
B.2,13.7808,B
B.2,17.2178,B
B.2,16.2612,B
B.2,18.7101,B
B.2,15.3744,B
B.2,15.3209,B
B.2,18.3094,B
B.2,15.5282,B
B.2,16.8562,B
B.2,19.1635,B
B.2,17.6227,B
B.2,18.6597,B
B.2,15.8147,B
B.2,15.671,B
B.2,15.5411,B
B.2,17.6403,B
B.2,16.9103,B
B.2,20.2223,B
B.2,15.6054,B
B.2,17.3232,B
B.2,18.2219,B
B.2,19.2611,B
B.2,16.3826,B
B.2,20.7927,B
B.2,22.8404,B
B.2,16.7706,B
B.2,13.6794,B
B.2,18.4814,B
B.2,18.8938,B
B.2,16.0859,B
B.2,17.5131,B
B.2,17.1851,B
B.2,15.322,B
B.2,16.8944,B
B.2,15.8056,B
B.2,15.9936,B
B.2,16.6903,B
B.2,14.1547,B
B.2,14.5327,B
B.2,19.1394,B
B.2,14.0926,B
B.2,18.7028,B
B.2,20.0634,B
B.2,16.0529,B
B.2,14.5503,B
B.2,17.9158,B
B.2,15.6127,B
B.2,16.7883,B
B.2,18.3078,B
B.2,18.6275,B
B.2,16.4504,B
B.2,16.1761,B
B.2,19.3875,B
B.2,19.2955,B
B.2,18.1815,B
B.2,18.2911,B
B.2,14.3256,B
B.2,13.729,B
B.2,17.0935,B
B.2,16.9256,B
B.2,16.7801,B
B.2,17.123,B
B.2,20.1635,B
B.2,18.6041,B
B.2,17.5831,B
B.2,18.4752,B
B.2,14.7088,B
B.2,15.997,B
B.2,17.2344,B
B.2,18.6179,B
B.2,17.1643,B
B.2,15.5679,B
B.2,15.4712,B
B.2,15.9372,B
B.2,17.7246,B
B.2,17.1279,B
B.2,17.9788,B
B.2,20.0903,B
B.2,20.0785,B
B.2,15.8912,B
B.2,16.6807,B
B.2,16.808,B
B.2,16.0576,B
B.2,14.2659,B
B.2,19.8771,B
B.2,18.8211,B
B.2,17.74,B
B.2,15.2756,B
B.2,16.4281,B
B.2,14.6704,B
B.2,19.4412,B
B.2,19.8425,B
B.2,18.3229,B
B.2,15.8331,B
B.2,16.1137,B
B.2,15.3304,B
B.2,16.7577,B
B.2,16.1843,B
B.2,14.6867,B
B.2,15.5345,B
B.2,17.8136,B
B.2,17.0368,B
B.2,14.9089,B
B.2,17.1908,B
B.2,17.0871,B
B.2,17.4552,B
B.2,15.8546,B
B.2,16.4219,B
B.2,16.691,B
B.2,17.8489,B
B.2,13.7563,B
B.2,18.2978,B
B.2,16.2288,B
B.2,18.4559,B
B.2,17.675,B
B.2,16.5449,B
B.2,15.7782,B
B.2,20.2568,B
B.2,19.961,B
B.2,17.7856,B
B.2,17.7111,B
B.2,15.6724,B
B.2,17.5612,B
B.2,18.3948,B
B.2,18.7859,B
B.2,17.7243,B
B.2,16.0747,B
B.2,15.9449,B
B.2,16.6017,B
B.2,21.5413,B
B.2,15.6365,B
B.2,18.6926,B
B.2,17.8968,B
B.2,16.1295,B
B.2,14.0195,B
B.2,16.3848,B
B.2,15.7154,B
B.2,21.2681,B
B.2,17.6664,B
B.2,17.2028,B
B.2,16.3177,B
B.2,17.1746,B
B.2,17.0401,B
B.2,15.7291,B
B.2,14.9028,B
B.2,19.9745,B
B.2,14.6771,B
B.2,15.7407,B
B.2,16.6284,B
B.2,17.5307,B
B.2,15.2054,B
B.2,17.1142,B
B.2,16.572,B
B.2,14.7141,B
B.2,17.4169,B
B.2,15.2724,B
B.2,17.5635,B
B.2,13.8615,B
B.2,19.7307,B
B.2,20.7743,B
B.2,17.3534,B
B.2,13.5435,B
B.2,18.2644,B
B.2,16.7027,B
B.2,17.8116,B
B.2,16.2838,B
B.2,15.547,B
B.2,13.3584,B
B.2,14.164,B
B.2,18.12,B
B.2,19.7309,B
B.2,16.4187,B
B.2,13.1509,B
B.2,16.6448,B
B.2,17.1278,B
B.2,16.6259,B
B.2,17.8195,B
B.2,18.4695,B
B.2,14.5379,B
B.2,20.422,B
B.2,19.4313,B
B.2,17.1861,B
B.2,14.5012,B
B.2,15.7723,B
B.2,15.5814,B
B.2,19.1836,B
B.2,15.9203,B
B.2,14.3329,B
B.2,14.5998,B
B.2,15.2413,B
B.2,15.6784,B
B.2,16.647,B
B.2,16.7555,B
B.2,16.8912,B
B.2,14.0578,B
B.2,17.2277,B
B.2,17.051,B
B.2,15.7426,B
B.2,18.7951,B
B.2,17.1135,B
B.2,16.4293,B
B.2,10.6882,B
B.2,15.6653,B
B.2,19.5987,B
B.2,14.7644,B
B.2,18.8267,B
B.2,16.0359,B
B.2,17.1331,B
B.2,16.7923,B
B.2,14.2752,B
B.2,12.2561,B
B.2,14.2707,B
B.2,16.6206,B
B.2,19.711,B
B.2,14.6252,B
B.2,11.263,B
B.2,18.007,B
B.2,17.2958,B
B.2,18.8515,B
B.2,19.0876,B
B.2,22.9034,B
B.2,16.7874,B
B.2,16.6579,B
B.2,18.5687,B
B.2,18.1706,B
B.2,14.5452,B
B.2,16.1328,B
B.2,16.5489,B
B.2,15.1687,B
B.2,18.2733,B
B.2,16.0686,B
B.2,15.3029,B
B.2,18.9494,B
B.2,18.2469,B
B.2,16.7769,B
B.2,18.5046,B
B.2,16.4053,B
B.2,16.657,B
B.2,19.8694,B
B.2,16.4628,B
B.2,13.1862,B
B.2,18.4149,B
B.2,19.0587,B
B.2,16.2362,B
B.2,18.4307,B
B.2,18.4412,B
B.2,17.1706,B
B.2,16.0854,B
B.2,17.298,B
B.2,16.2319,B
B.2,15.0131,B
B.2,16.571,B
B.2,15.58,B
B.2,13.7992,B
B.2,14.3732,B
B.2,15.8975,B
B.2,16.6104,B
B.2,16.7129,B
B.2,13.027,B
B.2,16.0148,B
B.2,13.376,B
B.2,17.4698,B
B.2,19.1682,B
B.2,15.539,B
B.2,16.0166,B
B.2,16.601,B
B.2,16.7177,B
B.2,19.4486,B
B.2,17.2213,B
B.2,15.086,B
B.2,16.7189,B
B.2,16.5232,B
B.2,16.1478,B
B.2,13.5956,B
B.2,13.8513,B
B.2,16.4727,B
B.2,17.3756,B
B.2,16.598,B
B.2,16.519,B
B.2,16.8913,B
B.2,18.6078,B
B.2,12.5293,B
B.2,15.6206,B
B.2,16.8115,B
B.2,17.0617,B
B.2,16.4569,B
B.2,18.7927,B
B.2,16.426,B
B.2,17.7625,B
B.2,16.193,B
B.2,18.3639,B
B.2,17.846,B
B.2,18.9492,B
B.2,17.9866,B
B.2,14.8212,B
B.2,17.3416,B
B.2,16.1295,B
B.2,16.2143,B
B.2,17.5279,B
B.2,16.9018,B
B.2,15.1139,B
B.2,15.6286,B
B.2,16.7313,B
B.2,17.0369,B
B.2,19.1284,B
B.2,15.8537,B
B.2,18.5782,B
B.2,19.6641,B
B.2,16.6178,B
B.2,15.4084,B
B.2,16.9355,B
B.2,18.2765,B
B.2,19.0078,B
B.2,15.6391,B
B.2,18.5058,B
B.2,15.1862,B
B.2,16.6047,B
B.2,18.5886,B
B.2,18.3119,B
B.2,19.2078,B
B.2,19.0799,B
B.2,22.8078,B
B.2,16.2886,B
B.2,17.6459,B
B.2,24.6472,B
B.2,16.0137,B
B.2,16.8002,B
B.2,17.2715,B
B.2,21.2486,B
B.2,16.3476,B
B.2,16.6622,B
B.2,17.733,B
B.2,13.9808,B
B.2,17.178,B
B.2,14.8845,B
B.2,15.5207,B
B.2,14.9028,B
B.2,16.5892,B
B.2,19.1344,B
B.2,17.2981,B
B.2,18.6109,B
B.2,17.0697,B
B.2,16.6956,B
B.2,18.9072,B
B.2,18.1107,B
B.2,17.8688,B
B.2,17.6839,B
B.2,15.319,B
B.2,18.9863,B
B.2,16.7348,B
B.2,18.1339,B
B.2,15.9629,B
B.2,14.5414,B
B.2,15.9585,B
B.2,16.8215,B
B.2,17.1396,B
B.2,21.2517,B
B.2,17.6747,B
B.2,17.0131,B
B.2,19.4969,B
B.2,16.4426,B
B.2,17.7408,B
B.2,14.9716,B
B.2,18.1487,B
B.2,13.2635,B
B.2,20.1727,B
B.2,22.6641,B
B.2,14.9121,B
B.2,14.4762,B
B.2,15.0802,B
B.2,14.6798,B
B.2,14.7323,B
B.2,17.959,B
B.2,22.847,B
B.2,15.4653,B
B.2,13.8868,B
B.2,16.8753,B
B.2,15.0695,B
B.2,17.576,B
B.2,15.6473,B
B.2,17.2935,B
B.2,16.3863,B
B.2,17.4537,B
B.2,16.8848,B
B.2,16.6626,B
B.2,21.5667,B
B.2,16.9627,B
B.2,15.9405,B
B.2,17.141,B
B.2,14.9192,B
B.2,16.4663,B
B.2,17.2117,B
B.2,14.769,B
B.2,14.1733,B
B.2,16.4429,B
B.2,17.3617,B
B.2,16.9962,B
B.2,17.7664,B
B.2,15.8495,B
B.2,16.8549,B
B.2,17.2764,B
B.2,17.0254,B
B.2,17.9888,B
B.2,17.5286,B
B.2,20.3364,B
B.2,22.6966,B
B.2,19.5636,B
B.2,17.7516,B
B.2,15.8714,B
B.2,18.1268,B
B.2,15.6591,B
B.2,17.2414,B
B.2,16.7099,B
B.2,14.6059,B
B.2,22.2451,B
B.2,16.5517,B
B.2,17.6357,B
B.2,14.9159,B
B.2,17.2741,B
B.2,15.8738,B
B.2,15.1953,B
B.2,17.2116,B
B.2,17.8347,B
B.2,19.7353,B
B.2,17.3021,B
B.2,20.6091,B
B.2,13.8217,B
B.2,14.7457,B
B.2,19.8156,B
B.2,19.6528,B
B.2,18.8951,B
B.2,19.3246,B
B.2,18.7981,B
B.2,13.452,B
B.2,21.2414,B
B.2,17.618,B
B.2,19.0459,B
B.2,15.4119,B
B.2,16.2919,B
B.2,19.0987,B
B.2,16.3545,B
B.2,16.434,B
B.2,17.5575,B
B.2,18.0712,B
B.2,14.0997,B
B.2,16.7991,B
B.2,12.4722,B
B.2,22.6874,B
B.2,22.1959,B
B.2,24.5979,B
B.2,21.9798,B
B.2,23.756,B
B.2,16.2285,B
B.2,22.4149,B
B.2,22.2996,B
B.2,16.2972,B
B.2,22.2816,B
B.2,19.273,B
B.2,16.1194,B
B.2,15.3052,B
B.2,18.6056,B
B.2,19.2494,B
B.2,18.7364,B
B.2,15.4157,B
B.2,18.7371,B
B.2,15.2468,B
B.2,16.5835,B
B.2,19.4815,B
B.2,16.5547,B
B.2,13.5421,B
B.2,18.8931,B
B.2,16.0537,B
B.2,14.2237,B
B.2,13.992,B
B.2,16.9111,B
B.2,13.1561,B
B.2,17.8146,B
B.2,13.2791,B
B.2,17.7448,B
B.2,17.1391,B
B.2,17.2566,B
B.2,15.4948,B
B.2,15.8952,B
B.2,15.0961,B
B.2,20.0076,B
B.2,17.2861,B
B.2,17.1599,B
B.2,16.1993,B
B.2,22.1238,B
B.2,16.3006,B
B.2,18.0469,B
B.2,18.526,B
B.2,21.8717,B
B.2,14.8255,B
B.2,18.4433,B
B.2,19.7856,B
B.2,17.3087,B
B.2,21.0939,B
B.2,15.8542,B
B.2,14.723,B
B.2,15.9466,B
B.2,19.5112,B
B.2,18.8222,B
B.2,16.471,B
B.2,20.4657,B
B.2,17.3887,B
B.2,20.945,B
B.2,17.5598,B
B.2,15.7029,B
B.2,17.5347,B
B.2,17.4609,B
B.2,19.8185,B
B.2,17.2196,B
B.2,18.7634,B
B.2,16.4721,B
B.2,18.3841,B
B.2,16.3573,B
B.2,19.1792,B
B.2,17.1847,B
B.2,17.3113,B
B.2,16.6584,B
B.2,21.5482,B
B.2,17.2246,B
B.2,15.5529,B
B.2,15.6521,B
B.2,18.4988,B
B.2,16.571,B
B.2,15.7996,B
B.2,13.9758,B
B.2,16.0597,B
B.2,21.3489,B
B.2,15.5904,B
B.2,13.0023,B
B.2,16.9572,B
B.2,21.4148,B
B.2,17.3804,B
B.2,14.6107,B
B.2,17.4961,B
B.2,19.859,B
B.2,14.6043,B
B.2,16.2936,B
B.2,16.106,B
B.2,20.0505,B
B.2,16.4708,B
B.2,17.3855,B
B.2,16.6176,B
B.2,16.3412,B
B.2,15.7352,B
B.2,16.8556,B
B.2,14.2614,B
B.2,17.2283,B
B.2,17.2931,B
B.2,13.5089,B
B.2,17.5759,B
B.2,15.9072,B
B.2,16.1036,B
B.2,18.2091,B
B.2,18.0472,B
B.2,17.6749,B
B.2,15.4497,B
B.2,17.7178,B
B.2,15.3358,B
B.2,17.2916,B
B.2,21.1817,B
B.2,16.0289,B
B.2,15.167,B
B.2,15.256,B
B.2,13.7908,B
B.2,15.4784,B
B.2,14.8372,B
B.2,15.7898,B
B.2,14.885,B
B.2,16.5161,B
B.2,15.6798,B
B.2,14.3445,B
B.2,17.4625,B
B.2,14.9018,B
B.2,16.7453,B
B.2,17.6002,B
B.2,15.1659,B
B.2,16.769,B
B.2,17.6389,B
B.2,15.9539,B
B.2,16.0191,B
B.2,20.6114,B
B.2,14.6903,B
B.2,15.6472,B
B.2,14.4689,B
B.2,15.8382,B
B.2,16.8905,B
B.2,16.7821,B
B.2,15.2831,B
B.2,14.9645,B
B.2,17.8069,B
B.2,17.9797,B
B.2,16.1681,B
B.2,15.9154,B
B.2,17.4314,B
B.2,14.7872,B
B.2,15.5688,B
B.2,15.0794,B
B.2,13.9569,B
B.2,16.5073,B
B.2,16.4637,B
B.2,16.9669,B
B.2,16.4229,B
B.2,17.6813,B
B.2,17.2808,B
B.2,17.6274,B
B.2,14.2467,B
B.2,14.109,B
B.2,14.673,B
B.2,17.477,B
B.2,15.2366,B
B.2,14.3404,B
B.2,15.7076,B
B.2,14.0372,B
B.2,16.7572,B
B.2,17.8318,B
B.2,15.3389,B
B.2,15.589,B
B.2,15.1198,B
B.2,13.6579,B
B.2,17.06,B
B.2,17.4515,B
B.2,15.7208,B
B.2,15.6855,B
B.2,19.3911,B
B.2,15.846,B
B.2,19.0726,B
B.2,19.2622,B
B.2,15.8547,B
B.2,15.5819,B
B.2,16.1577,B
B.2,21.7254,B
B.2,17.3702,B
B.2,18.3776,B
B.2,18.9314,B
B.2,19.9662,B
B.2,18.1357,B
B.2,17.7953,B
B.2,15.3394,B
B.2,14.4711,B
B.2,17.3226,B
B.2,15.4123,B
B.2,14.6115,B
B.2,16.8796,B
B.2,15.9562,B
B.2,17.4506,B
B.2,14.8732,B
B.2,16.8846,B
B.2,18.3225,B
B.2,15.4871,B
B.2,16.4262,B
B.2,20.784,B
B.2,20.5541,B
B.2,17.0083,B
B.2,15.7702,B
B.2,17.6153,B
B.2,15.5863,B
B.2,14.34,B
B.2,24.0253,B
B.2,15.6202,B
B.2,16.9678,B
B.2,16.2661,B
B.2,14.7773,B
B.2,19.3523,B
B.2,17.6479,B
B.2,19.976,B
B.2,14.786,B
B.2,15.5821,B
B.2,15.2377,B
B.2,18.7738,B
B.2,16.7334,B
B.2,16.4597,B
B.2,14.0403,B
B.2,14.3927,B
B.2,16.479,B
B.2,15.7948,B
B.2,18.265,B
B.2,13.9645,B
B.2,17.9181,B
B.2,18.3809,B
B.2,16.1714,B
B.2,18.3323,B
B.2,19.6266,B
B.2,18.6112,B
B.2,16.4894,B
B.2,18.5005,B
B.2,16.2622,B
B.2,14.7386,B
B.2,15.8696,B
B.2,17.3656,B
B.2,17.5803,B
B.2,14.5131,B
B.2,17.078,B
B.2,15.2075,B
B.2,15.9192,B
B.2,14.4882,B
B.2,12.5716,B
B.2,15.5262,B
B.2,15.8405,B
B.2,16.7168,B
B.2,15.7274,B
B.2,15.2751,B
B.2,16.891,B
B.2,15.1363,B
B.2,16.3799,B
B.2,17.5192,B
B.2,17.3387,B
B.2,13.4683,B
B.2,14.6261,B
B.2,17.0286,B
B.2,18.9911,B
B.2,15.191,B
B.2,18.5796,B
B.2,16.7146,B
B.2,18.7323,B
B.2,14.5127,B
B.2,15.5821,B
B.2,17.3941,B
B.2,14.8669,B
B.2,15.8475,B
B.2,17.3503,B
B.2,18.8062,B
B.2,16.5478,B
B.2,16.163,B
B.2,16.7785,B
B.2,17.115,B
B.2,14.2748,B
B.2,15.2276,B
B.2,16.5674,B
B.2,16.8625,B
B.2,17.9767,B
B.2,10.8066,B
B.2,16.0748,B
B.2,16.988,B
B.2,16.1276,B
B.2,16.2914,B
B.2,15.4549,B
B.2,16.7181,B
B.2,17.8768,B
B.2,16.4882,B
B.2,15.114,B
B.2,19.2082,B
B.2,16.5898,B
B.2,15.4074,B
B.2,15.6077,B
B.2,15.6149,B
B.2,15.6372,B
B.2,17.9953,B
B.2,16.8732,B
B.2,17.2647,B
B.2,18.0131,B
B.2,15.7185,B
B.2,14.7858,B
B.2,17.2246,B
B.2,17.6254,B
B.2,17.1257,B
B.2,18.3321,B
B.2,17.7653,B
B.2,17.1557,B
B.2,17.0324,B
B.2,17.2802,B
B.2,17.3789,B
B.2,16.3424,B
B.2,15.6468,B
B.2,16.747,B
B.2,16.6589,B
B.2,18.7889,B
B.2,14.9193,B
B.2,15.1783,B
B.2,15.9886,B
B.2,16.3665,B
B.2,16.7968,B
B.2,16.1785,B
B.2,17.0758,B
B.2,15.8772,B
B.2,18.3984,B
B.2,16.2969,B
B.2,15.6057,B
B.2,13.4107,B
B.2,16.8245,B
B.2,17.9791,B
B.2,16.7149,B
B.2,16.5526,B
B.2,19.8016,B
B.2,14.0251,B
B.2,16.6434,B
B.2,22.0992,B
B.2,15.6319,B
B.2,16.6352,B
B.2,17.3957,B
B.2,20.8741,B
B.2,16.2108,B
B.2,15.2392,B
B.2,16.4538,B
B.2,19.9851,B
B.2,11.9447,B
B.2,15.0285,B
B.2,17.5574,B
B.2,21.5075,B
B.2,18.794,B
B.2,14.6346,B
B.2,18.5283,B
B.2,14.4532,B
B.2,19.268,B
B.2,15.7753,B
B.2,17.4832,B
B.2,14.3725,B
B.2,18.6025,B
B.2,17.7443,B
B.2,19.4375,B
B.2,18.779,B
B.2,14.9488,B
B.2,17.8344,B
B.2,14.0684,B
B.2,16.0557,B
B.2,14.2235,B
B.2,19.8297,B
B.2,17.574,B
B.2,16.7485,B
B.2,16.4504,B
B.2,17.7182,B
B.2,15.5496,B
B.2,14.2471,B
B.2,14.8483,B
B.2,14.4745,B
B.2,16.4199,B
B.2,15.4824,B
B.2,16.8611,B
B.2,14.3631,B
B.2,11.9647,B
B.2,17.2683,B
B.2,14.6821,B
B.2,17.5661,B
B.2,11.6509,B
B.2,16.1356,B
B.2,17.2424,B
B.2,16.0152,B
B.2,16.6821,B
B.2,16.2223,B
B.2,17.96,B
B.2,17.8044,B
B.2,15.5436,B
B.2,16.7922,B
B.2,14.9475,B
B.2,15.5046,B
B.2,15.0788,B
B.2,15.7479,B
B.2,15.3604,B
B.2,15.1008,B
B.2,15.5536,B
B.2,15.5448,B
B.2,15.7165,B
B.2,16.6828,B
B.2,17.0567,B
B.2,16.2699,B
B.2,15.6399,B
B.2,15.3855,B
B.2,16.1616,B
B.2,18.3245,B
B.2,14.8685,B
B.2,17.135,B
B.2,15.3451,B
B.2,14.6641,B
B.2,15.3375,B
B.2,16.8068,B
B.2,15.3533,B
B.2,16.7499,B
B.2,14.9914,B
B.2,16.7778,B
B.2,16.9442,B
B.2,16.0482,B
B.2,14.6489,B
B.2,20.5335,B
B.2,17.6344,B
B.2,18.2555,B
B.2,15.4359,B
B.2,14.2536,B
B.2,16.0572,B
B.2,15.5739,B
B.2,15.198,B
B.2,12.559,B
B.2,16.1306,B
B.2,15.512,B
B.2,15.4006,B
B.2,16.4608,B
B.2,15.5489,B
B.2,16.1171,B
B.2,16.4767,B
B.2,15.7087,B
B.2,16.1403,B
B.2,16.4549,B
B.2,15.9917,B
B.2,13.8268,B
B.2,14.9332,B
B.2,17.2113,B
B.2,15.7821,B
B.2,16.2747,B
B.2,16.8452,B
B.2,15.3281,B
B.2,16.2959,B
B.2,14.3588,B
B.2,16.9519,B
B.2,16.0097,B
B.2,15.8572,B
B.2,15.3298,B
B.2,14.5478,B
B.2,16.5117,B
B.2,15.3419,B
B.2,14.9637,B
B.2,14.6114,B
B.2,16.0162,B
B.2,14.938,B
B.2,15.3059,B
B.2,15.2549,B
B.2,17.5894,B
B.2,18.5759,B
B.2,16.0204,B
B.2,16.6689,B
B.2,17.1192,B
B.2,17.504,B
B.2,16.7408,B
B.2,16.3691,B
B.2,15.5976,B
B.2,13.3386,B
B.2,18.5013,B
B.2,17.1096,B
B.2,14.4196,B
B.2,16.0465,B
B.2,16.3787,B
B.2,15.3198,B
B.2,14.4114,B
B.2,16.3093,B
B.2,15.4175,B
B.2,15.1653,B
B.2,18.0174,B
B.2,18.3117,B
B.2,15.1073,B
B.2,16.4974,B
B.2,15.0571,B
B.2,19.2126,B
B.2,19.8051,B
B.2,18.2189,B
B.2,15.3963,B
B.2,15.8749,B
B.2,14.6065,B
B.2,16.309,B
B.2,16.0552,B
B.2,15.9851,B
B.2,14.3366,B
B.2,15.947,B
B.2,15.6683,B
B.2,15.7712,B
B.2,14.8774,B
B.2,17.2582,B
B.2,14.712,B
B.2,14.3314,B
B.2,18.9258,B
B.2,18.4246,B
B.2,16.5194,B
B.2,16.5475,B
B.2,18.3253,B
B.2,16.8089,B
B.2,14.8927,B
B.2,17.0494,B
B.2,14.6782,B
B.2,16.0797,B
B.2,15.5814,B
B.2,19.7091,B
B.2,16.7743,B
B.2,15.5773,B
B.2,16.2748,B
B.2,16.5563,B
B.2,21.9651,B
B.2,15.6955,B
B.2,15.6815,B
B.2,15.9194,B
B.2,16.2785,B
B.2,16.3766,B
B.2,15.2016,B
B.2,20.5391,B
B.2,16.8025,B
B.2,15.2954,B
B.2,15.0238,B
B.2,15.9019,B
B.2,19.624,B
B.2,15.7262,B
B.2,15.8098,B
B.2,17.2228,B
B.2,15.1581,B
B.2,14.3195,B
B.2,16.094,B
B.2,15.3261,B
B.2,15.294,B
B.2,17.4329,B
B.2,15.5351,B
B.2,16.0738,B
B.2,16.5711,B
B.2,17.351,B
B.2,14.3269,B
B.2,18.3493,B
B.2,16.6559,B
B.2,15.8276,B
B.2,20.1234,B
B.2,15.0742,B
B.2,13.3714,B
B.2,14.8963,B
B.2,14.4717,B
B.2,16.3696,B
B.2,15.382,B
B.2,15.8236,B
B.2,16.4219,B
B.2,19.8397,B
B.2,15.8432,B
B.2,16.5354,B
B.2,15.8661,B
B.2,16.8459,B
B.2,17.3868,B
B.2,16.4864,B
B.2,17.4908,B
B.2,17.0557,B
B.2,17.1263,B
B.2,15.7571,B
B.2,15.4205,B
B.2,20.6016,B
B.2,15.3721,B
B.2,17.3591,B
B.2,18.5513,B
B.2,17.1978,B
B.2,16.8466,B
B.2,17.5081,B
B.2,14.812,B
B.2,17.5798,B
B.2,15.8186,B
B.2,17.3339,B
B.2,14.4422,B
B.2,15.8425,B
B.2,15.8491,B
B.2,19.0012,B
B.2,17.071,B
B.2,15.0736,B
B.2,14.2292,B
B.2,15.1001,B
B.2,16.7415,B
B.2,14.7972,B
B.2,14.7024,B
B.2,16.613,B
B.2,15.7589,B
B.2,15.4392,B
B.2,17.2832,B
B.2,16.5663,B
B.2,16.714,B
B.2,15.1712,B
B.2,16.5355,B
B.2,16.3609,B
B.2,16.4664,B
B.2,16.6251,B
B.2,15.2499,B
B.2,12.3212,B
B.2,15.7712,B
B.2,15.1593,B
B.2,15.5742,B
B.2,18.464,B
B.2,16.0039,B
B.2,16.1743,B
B.2,14.8908,B
B.2,15.5372,B
B.2,14.7381,B
B.2,15.2485,B
B.2,14.4289,B
B.2,18.1381,B
B.2,15.3441,B
B.2,14.9692,B
B.2,18.7786,B
B.2,17.247,B
B.2,15.3054,B
B.2,15.6929,B
B.2,14.9397,B
B.2,14.2084,B
B.2,16.0805,B
B.2,16.4724,B
B.2,16.3449,B
B.2,17.0664,B
B.2,17.2873,B
B.2,16.208,B
B.2,17.6597,B
B.2,17.9972,B
B.2,16.5677,B
B.2,17.6602,B
B.2,12.9435,B
B.2,16.1778,B
B.2,16.8537,B
B.2,14.1652,B
B.2,14.1585,B
B.2,19.6341,B
B.2,15.4141,B
B.2,14.9326,B
B.2,15.6953,B
B.2,15.5875,B
B.2,14.2645,B
B.2,17.8349,B
B.2,17.9649,B
B.2,17.465,B
B.2,16.6837,B
B.2,16.2668,B
B.2,15.8681,B
B.2,13.2459,B
B.2,13.6096,B
B.2,17.2281,B
B.2,17.108,B
B.2,17.4125,B
B.2,15.4592,B
B.2,15.5947,B
B.2,15.0215,B
B.2,17.7319,B
B.2,17.1717,B
B.2,16.408,B
B.2,15.6926,B
B.2,15.4783,B
B.2,16.137,B
B.2,14.0139,B
B.2,15.0652,B
B.2,15.8591,B
B.2,18.2702,B
B.2,15.7518,B
B.2,16.4998,B
B.2,16.3805,B
B.2,18.3608,B
B.2,16.9349,B
B.2,15.4133,B
B.2,16.0532,B
B.2,15.5715,B
B.2,15.0323,B
B.2,15.4372,B
B.2,16.8012,B
B.2,15.626,B
B.2,16.6784,B
B.2,13.3643,B
B.2,15.3003,B
B.2,16.7826,B
B.2,16.935,B
B.2,19.624,B
B.2,15.1437,B
B.2,15.2683,B
B.2,16.0486,B
B.2,16.9687,B
B.2,18.3064,B
B.2,17.118,B
B.2,19.8735,B
B.2,17.3309,B
B.2,14.6663,B
B.2,15.4696,B
B.2,15.8488,B
B.2,15.391,B
B.2,17.0915,B
B.2,15.0567,B
B.2,17.7033,B
B.2,19.7615,B
B.2,19.7965,B
B.2,16.5468,B
B.2,16.116,B
B.2,14.0811,B
B.2,17.6806,B
B.2,15.4216,B
B.2,17.6769,B
B.2,15.2888,B
B.2,15.3994,B
B.2,14.8816,B
B.2,15.4857,B
B.2,16.1987,B
B.2,15.5155,B
B.2,15.9597,B
B.2,15.4509,B
B.2,15.8865,B
B.2,15.8928,B
B.2,16.8016,B
B.2,16.9313,B
B.2,16.4804,B
B.2,16.3938,B
B.2,17.0372,B
B.2,20.2007,B
B.2,16.6187,B
B.2,16.6789,B
B.2,20.2846,B
B.2,16.2438,B
B.2,15.5822,B
B.2,15.936,B
B.2,15.4139,B
B.2,16.4014,B
B.2,16.182,B
B.2,18.2399,B
B.2,14.822,B
B.2,16.5071,B
B.2,16.6774,B
B.2,14.7446,B
B.2,15.4601,B
B.2,16.8255,B
B.2,14.7989,B
B.2,17.329,B
B.2,16.0337,B
B.2,14.8259,B
B.2,24.3584,B
B.2,16.5255,B
B.2,16.6454,B
B.2,19.7675,B
B.2,15.4066,B
B.2,14.8724,B
B.2,16.2084,B
B.2,14.7147,B
B.2,16.278,B
B.2,14.977,B
B.2,14.2434,B
B.2,17.6645,B
B.2,16.1647,B
B.2,16.3486,B
B.2,16.097,B
B.2,15.1787,B
B.2,18.8244,B
B.2,16.7704,B
B.2,18.6946,B
B.2,15.2755,B
B.2,16.3999,B
B.2,18.1621,B
B.2,16.4125,B
B.2,11.9232,B
B.2,14.9226,B
B.2,16.3208,B
B.2,16.3372,B
B.2,17.4532,B
B.2,15.2807,B
B.2,15.174,B
B.2,15.4118,B
B.2,15.2855,B
B.2,16.9088,B
B.2,17.3689,B
B.2,15.4925,B
B.2,16.4426,B
B.2,18.9409,B
B.2,18.3207,B
B.2,16.2366,B
B.2,15.6847,B
B.2,16.3482,B
B.2,18.0936,B
B.2,16.2744,B
B.2,14.7658,B
B.2,16.9003,B
B.2,15.649,B
B.2,18.7505,B
B.2,16.372,B
B.2,17.5038,B
B.2,16.5167,B
B.2,16.2072,B
B.2,15.2613,B
B.2,17.2877,B
B.2,17.3579,B
B.2,16.7336,B
B.2,17.7058,B
B.2,15.2977,B
B.2,14.7119,B
B.2,16.1112,B
B.2,16.6985,B
B.2,17.8115,B
B.2,14.7205,B
B.2,21.8602,B
B.2,14.7225,B
B.2,14.8997,B
B.2,18.0553,B
B.2,16.7502,B
B.2,19.5834,B
B.2,14.618,B
B.2,15.6482,B
B.2,17.0521,B
B.2,16.5252,B
B.2,16.3776,B
