samples,intensity,group
C.1,15.3112,C
C.1,15.8358,C
C.1,13.1531,C
C.1,17.3115,C
C.1,16.642,C
C.1,15.2968,C
C.1,16.1168,C
C.1,17.0503,C
C.1,17.9174,C
C.1,16.7523,C
C.1,15.3309,C
C.1,17.3931,C
C.1,15.6591,C
C.1,15.7408,C
C.1,18.7457,C
C.1,13.249,C
C.1,17.4775,C
C.1,15.548,C
C.1,18.3346,C
C.1,12.305,C
C.1,14.7738,C
C.1,16.591,C
C.1,17.2317,C
C.1,16.7439,C
C.1,12.5275,C
C.1,14.8109,C
C.1,12.9097,C
C.1,18.1815,C
C.1,19.1774,C
C.1,16.18,C
C.1,14.2263,C
C.1,16.2515,C
C.1,16.7418,C
C.1,13.4164,C
C.1,16.1196,C
C.1,18.416,C
C.1,13.2228,C
C.1,14.9686,C
C.1,16.4674,C
C.1,15.8505,C
C.1,13.6036,C
C.1,15.334,C
C.1,15.3211,C
C.1,16.0309,C
C.1,15.9715,C
C.1,16.8782,C
C.1,14.7286,C
C.1,17.3819,C
C.1,16.8311,C
C.1,13.0755,C
C.1,15.7082,C
C.1,14.0264,C
C.1,15.4353,C
C.1,15.6523,C
C.1,18.1609,C
C.1,14.3295,C
C.1,13.73,C
C.1,13.0353,C
C.1,12.8871,C
C.1,12.926,C
C.1,16.1989,C
C.1,16.236,C
C.1,13.3798,C
C.1,17.8698,C
C.1,15.6968,C
C.1,15.8322,C
C.1,17.9269,C
C.1,12.4994,C
C.1,15.2176,C
C.1,17.4309,C
C.1,15.1639,C
C.1,17.9355,C
C.1,15.9723,C
C.1,12.6769,C
C.1,15.7841,C
C.1,16.4485,C
C.1,15.3192,C
C.1,19.1944,C
C.1,15.882,C
C.1,12.0886,C
C.1,16.416,C
C.1,16.4538,C
C.1,17.03,C
C.1,16.9003,C
C.1,12.7291,C
C.1,14.5182,C
C.1,16.0597,C
C.1,16.7419,C
C.1,13.2703,C
C.1,16.2056,C
C.1,15.2683,C
C.1,18.0591,C
C.1,17.1314,C
C.1,14.4306,C
C.1,14.8869,C
C.1,14.9475,C
C.1,18.8387,C
C.1,14.1788,C
C.1,16.0429,C
C.1,19.3111,C
C.1,15.519,C
C.1,12.704,C
C.1,18.6039,C
C.1,16.8432,C
C.1,18.2144,C
C.1,16.6865,C
C.1,14.071,C
C.1,15.9594,C
C.1,16.2789,C
C.1,22.6974,C
C.1,14.7839,C
C.1,17.3798,C
C.1,19.3548,C
C.1,15.0034,C
C.1,13.6125,C
C.1,14.8359,C
C.1,16.3395,C
C.1,16.7889,C
C.1,13.5001,C
C.1,20.4331,C
C.1,15.4838,C
C.1,18.0232,C
C.1,13.5849,C
C.1,16.9177,C
C.1,15.6224,C
C.1,12.4716,C
C.1,14.1576,C
C.1,14.3545,C
C.1,15.9874,C
C.1,14.4976,C
C.1,13.7817,C
C.1,16.9792,C
C.1,18.9158,C
C.1,20.1818,C
C.1,18.3371,C
C.1,18.0382,C
C.1,15.5737,C
C.1,16.7348,C
C.1,16.3727,C
C.1,17.9382,C
C.1,17.321,C
C.1,14.7224,C
C.1,16.3186,C
C.1,11.7599,C
C.1,11.7439,C
C.1,15.1675,C
C.1,17.218,C
C.1,17.0576,C
C.1,15.7949,C
C.1,15.669,C
C.1,12.5615,C
C.1,13.6032,C
C.1,13.1622,C
C.1,16.5589,C
C.1,13.6928,C
C.1,15.6638,C
C.1,17.5199,C
C.1,13.8998,C
C.1,13.3564,C
C.1,16.2058,C
C.1,14.4329,C
C.1,12.8768,C
C.1,16.0811,C
C.1,15.5711,C
C.1,16.5037,C
C.1,17.5351,C
C.1,13.7577,C
C.1,15.0372,C
C.1,13.006,C
C.1,15.0554,C
C.1,12.4063,C
C.1,15.0723,C
C.1,16.2892,C
C.1,16.7713,C
C.1,13.6355,C
C.1,14.9473,C
C.1,16.5275,C
C.1,14.3116,C
C.1,15.7341,C
C.1,17.8607,C
C.1,15.1109,C
C.1,18.9628,C
C.1,15.1904,C
C.1,17.9323,C
C.1,15.3358,C
C.1,14.9205,C
C.1,17.9324,C
C.1,17.101,C
C.1,16.2663,C
C.1,16.1032,C
C.1,12.867,C
C.1,14.9892,C
C.1,14.9443,C
C.1,15.4338,C
C.1,17.5534,C
C.1,14.7796,C
C.1,15.062,C
C.1,12.8712,C
C.1,16.968,C
C.1,16.4491,C
C.1,13.1978,C
C.1,12.8138,C
C.1,12.2985,C
C.1,20.0794,C
C.1,14.8898,C
C.1,13.5155,C
C.1,14.1879,C
C.1,16.6214,C
C.1,16.0503,C
C.1,18.1186,C
C.1,12.6876,C
C.1,13.4665,C
C.1,15.6101,C
C.1,14.7949,C
C.1,16.6985,C
C.1,16.8385,C
C.1,17.8692,C
C.1,18.6899,C
C.1,15.4093,C
C.1,16.3272,C
C.1,16.1278,C
C.1,16.8157,C
C.2,17.0113,C
C.2,19.3728,C
C.2,16.2341,C
C.2,16.6625,C
C.2,16.2924,C
C.2,16.155,C
C.2,12.7173,C
C.2,13.0207,C
C.2,14.4344,C
C.2,20.8109,C
C.2,17.214,C
C.2,16.6395,C
C.2,15.3428,C
C.2,15.9556,C
C.2,13.7921,C
C.2,13.7486,C
C.2,12.841,C
C.2,13.525,C
C.2,18.2955,C
C.2,14.4027,C
C.2,16.4261,C
C.2,16.2536,C
C.2,16.4693,C
C.2,14.3345,C
C.2,15.6237,C
C.2,15.0014,C
C.2,17.8526,C
C.2,16.6096,C
C.2,16.234,C
C.2,15.6896,C
C.2,18.1009,C
C.2,14.4491,C
C.2,12.3282,C
C.2,12.8328,C
C.2,15.9432,C
C.2,18.2013,C
C.2,14.7181,C
C.2,17.0952,C
C.2,13.3589,C
C.2,13.8463,C
C.2,17.1328,C
C.2,17.2607,C
C.2,16.1948,C
C.2,20.7864,C
C.2,15.7261,C
C.2,17.817,C
C.2,15.516,C
C.2,13.6901,C
C.2,15.7221,C
C.2,17.642,C
C.2,15.8815,C
C.2,16.0051,C
C.2,13.2131,C
C.2,18.7127,C
C.2,16.8906,C
C.2,14.4531,C
C.2,16.9897,C
C.2,19.1293,C
C.2,14.4263,C
C.2,17.6539,C
C.2,18.0057,C
C.2,16.0709,C
C.2,16.6545,C
C.2,15.9474,C
C.2,14.4295,C
C.2,13.2377,C
C.2,15.6522,C
C.2,15.5458,C
C.2,16.7275,C
C.2,18.1698,C
C.2,16.9962,C
C.2,16.2474,C
C.2,17.1799,C
C.2,16.3905,C
C.2,15.1707,C
C.2,17.3636,C
C.2,18.6698,C
C.2,16.8802,C
C.2,17.6976,C
C.2,16.1518,C
C.2,16.1627,C
C.2,14.3626,C
C.2,15.4207,C
C.2,17.9545,C
C.2,16.48,C
C.2,17.6984,C
C.2,22.3367,C
C.2,14.2669,C
C.2,16.443,C
C.2,15.5584,C
C.2,17.944,C
C.2,15.7736,C
C.2,16.9595,C
C.2,18.8324,C
C.2,16.9852,C
C.2,16.8233,C
C.2,14.7185,C
C.2,13.9377,C
C.2,13.6291,C
C.2,16.7454,C
C.2,15.6662,C
C.2,14.1814,C
C.2,14.7315,C
C.2,18.8635,C
C.2,17.0341,C
C.2,15.3611,C
C.2,15.7211,C
C.2,15.1296,C
C.2,13.941,C
C.2,16.1117,C
C.2,15.475,C
C.2,17.3562,C
C.2,18.8776,C
C.2,19.1984,C
C.2,17.5011,C
C.2,17.3555,C
C.2,16.6602,C
C.2,15.5707,C
C.2,17.0207,C
C.2,19.713,C
C.2,13.56,C
C.2,16.4741,C
C.2,19.0674,C
C.2,12.0868,C
C.2,16.1683,C
C.2,17.8303,C
C.2,15.3992,C
C.2,15.4166,C
C.2,14.0947,C
C.2,12.5541,C
C.2,17.7161,C
C.2,15.9488,C
C.2,15.5809,C
C.2,16.7642,C
C.2,15.3065,C
C.2,13.2592,C
C.2,16.4454,C
C.2,15.5026,C
C.2,15.3017,C
C.2,13.6188,C
C.2,15.5145,C
C.2,18.8361,C
C.2,17.824,C
C.2,17.0242,C
C.2,14.204,C
C.2,16.9687,C
C.2,15.397,C
C.2,14.3095,C
C.2,15.7081,C
C.2,15.3508,C
C.2,18.3664,C
C.2,14.2428,C
C.2,18.933,C
C.2,13.0873,C
C.2,10.6033,C
C.2,14.6257,C
C.2,15.6636,C
C.2,17.8703,C
C.2,14.1799,C
C.2,18.2754,C
C.2,14.32,C
C.2,14.6218,C
C.2,17.9704,C
C.2,17.0057,C
C.2,16.2721,C
C.2,15.6316,C
C.2,18.5527,C
C.2,17.5865,C
C.2,18.5772,C
C.2,19.1396,C
C.2,16.5121,C
C.2,15.592,C
C.2,18.0511,C
C.2,14.9599,C
C.2,14.7209,C
C.2,17.4755,C
C.2,15.3937,C
C.2,16.5925,C
C.2,11.9688,C
C.2,16.903,C
C.2,15.7804,C
C.2,13.6524,C
C.2,16.2845,C
C.2,17.1152,C
C.2,14.8867,C
C.2,23.144,C
C.2,15.4173,C
C.2,14.4356,C
C.2,17.8792,C
C.2,16.5032,C
C.2,15.7371,C
C.2,17.9116,C
C.2,16.1228,C
C.2,16.5951,C
C.2,16.0916,C
C.2,17.5803,C
C.2,15.9429,C
C.2,19.0345,C
C.2,16.0881,C
C.2,17.6873,C
C.2,16.9626,C
C.2,16.8134,C
C.2,17.4518,C
C.2,14.9879,C
C.2,14.4028,C
C.2,17.1801,C
C.2,15.4133,C
C.2,18.1954,C
C.2,18.4986,C
C.2,18.0367,C
C.2,19.6684,C
C.2,16.4885,C
C.2,14.626,C
C.2,13.6264,C
C.2,16.6134,C
C.2,16.0767,C
C.2,15.297,C
C.2,16.343,C
C.2,13.6452,C
C.2,16.8382,C
C.2,19.1073,C
C.2,14.3389,C
C.2,14.4581,C
C.2,17.6637,C
C.2,15.1828,C
C.2,16.3105,C
C.2,19.0619,C
C.2,17.0931,C
C.2,15.2771,C
C.2,17.3003,C
C.2,16.3321,C
C.2,16.5589,C
C.2,16.8292,C
C.2,18.3858,C
C.2,18.1421,C
C.2,14.5352,C
C.2,17.4448,C
C.2,16.9893,C
C.2,17.5761,C
C.2,16.2644,C
C.2,11.5868,C
C.2,15.7892,C
C.2,13.2224,C
C.2,16.011,C
C.2,18.4289,C
C.2,18.6343,C
C.2,15.646,C
C.2,16.5963,C
C.2,15.6198,C
C.2,13.8022,C
C.2,14.7731,C
C.2,16.7852,C
C.2,16.5758,C
C.2,16.634,C
C.2,15.9719,C
C.2,13.7333,C
C.2,17.2748,C
C.2,16.5507,C
C.2,15.4063,C
C.2,19.8016,C
C.2,18.2755,C
C.2,15.4519,C
C.2,18.8143,C
C.2,15.7715,C
C.2,17.1027,C
C.2,15.9118,C
C.2,13.3639,C
C.2,17.4047,C
C.2,17.2928,C
C.2,20.4327,C
C.2,18.26,C
C.2,19.1589,C
C.2,13.3929,C
C.2,19.2671,C
C.2,19.2803,C
C.2,16.0929,C
C.2,17.0063,C
C.2,17.5645,C
C.2,18.4371,C
C.2,17.4499,C
C.2,19.8862,C
C.2,17.0932,C
C.2,18.1307,C
C.2,16.2424,C
C.2,13.9653,C
C.2,16.9399,C
C.2,18.6124,C
C.2,16.4823,C
C.2,13.2912,C
C.2,15.7262,C
C.2,19.3781,C
C.2,18.4157,C
C.2,19.3959,C
C.2,13.7747,C
C.2,19.4666,C
C.2,18.6324,C
C.2,16.6462,C
C.2,18.4214,C
C.2,16.7149,C
C.2,17.5162,C
C.2,19.4072,C
C.2,18.5854,C
C.2,17.2093,C
C.2,11.8086,C
C.2,14.9006,C
C.2,14.2758,C
C.2,13.7263,C
C.2,15.1841,C
C.2,16.4428,C
C.2,19.1929,C
C.2,14.8505,C
C.2,17.4972,C
C.2,18.1656,C
C.2,17.9105,C
C.2,14.58,C
C.2,16.651,C
C.2,19.1499,C
C.2,15.8026,C
C.2,14.5624,C
C.2,16.9972,C
C.2,12.8023,C
C.2,14.925,C
C.2,13.0667,C
C.2,14.9464,C
C.2,16.8681,C
C.2,18.8507,C
C.2,16.735,C
C.2,15.1446,C
C.2,16.1549,C
C.2,19.2342,C
C.2,19.4994,C
C.2,16.5046,C
C.2,15.2645,C
C.2,16.857,C
C.2,13.6046,C
C.2,14.0609,C
C.2,14.3217,C
C.2,19.1976,C
C.2,15.496,C
C.2,17.9595,C
C.2,17.7659,C
C.2,13.324,C
C.2,15.3041,C
C.2,15.5829,C
C.2,14.6457,C
C.2,13.5425,C
C.2,10.2824,C
C.2,14.0043,C
C.2,17.4357,C
C.2,17.1784,C
C.2,13.86,C
C.2,16.155,C
C.2,18.0721,C
C.2,15.6333,C
C.2,15.3035,C
C.2,18.1011,C
C.2,18.1034,C
C.2,15.9114,C
C.2,13.7436,C
C.2,16.8943,C
C.2,12.8557,C
C.2,17.7606,C
C.2,19.0693,C
C.2,19.3197,C
C.2,13.0933,C
C.2,17.3615,C
C.2,11.711,C
C.2,14.5085,C
C.2,13.4477,C
C.2,23.6079,C
C.2,20.6732,C
C.2,15.3035,C
C.2,15.8011,C
C.2,14.9457,C
C.2,18.4792,C
C.2,16.4964,C
C.2,18.6488,C
C.2,17.5088,C
C.2,18.26,C
C.2,19.0279,C
C.2,15.4168,C
C.2,17.5211,C
C.2,17.3355,C
C.2,18.2954,C
C.2,13.8092,C
C.2,19.5935,C
C.2,25.7542,C
C.2,22.6571,C
C.2,21.0411,C
C.2,14.5732,C
C.2,16.2701,C
C.2,20.2959,C
C.2,17.1683,C
C.2,15.0054,C
C.2,18.8188,C
C.2,22.6942,C
C.2,22.341,C
C.2,21.037,C
C.2,18.3332,C
C.2,15.9397,C
C.2,17.4336,C
C.2,19.6611,C
C.2,14.5706,C
C.2,17.5582,C
C.2,21.7869,C
C.2,16.8433,C
C.2,16.2418,C
C.2,17.3237,C
C.2,15.8297,C
C.2,16.9593,C
C.2,12.7134,C
C.2,15.8759,C
C.2,16.6948,C
C.2,18.7048,C
C.2,17.3457,C
C.2,18.0726,C
C.2,14.4103,C
C.2,22.3041,C
C.2,19.6758,C
C.2,13.575,C
C.2,19.1529,C
C.2,19.4449,C
C.2,18.9288,C
C.2,19.1359,C
C.2,16.3369,C
C.2,16.5532,C
C.2,20.1236,C
C.2,13.8757,C
C.2,18.209,C
C.2,18.1402,C
C.2,22.0024,C
C.2,21.5733,C
C.2,11.9275,C
C.2,16.4819,C
C.2,19.4144,C
C.2,18.9715,C
C.2,18.9733,C
C.2,16.4854,C
C.2,22.1244,C
C.2,15.9333,C
C.2,16.5266,C
C.2,14.7789,C
C.2,16.8933,C
C.2,16.7972,C
C.2,21.005,C
C.2,20.3731,C
C.2,14.5352,C
C.2,18.0921,C
C.2,19.6395,C
C.2,15.7835,C
C.2,19.159,C
C.2,17.5411,C
C.2,20.861,C
C.2,14.5876,C
C.2,21.2006,C
C.2,18.9181,C
C.2,18.9717,C
C.2,17.7273,C
C.2,15.952,C
C.2,19.6386,C
C.2,15.0793,C
C.2,14.5312,C
C.2,18.894,C
C.2,14.0016,C
C.2,16.0947,C
C.2,17.2163,C
C.2,16.9029,C
C.2,16.4163,C
C.2,15.1476,C
C.2,12.804,C
C.2,16.373,C
C.2,18.2578,C
C.2,21.857,C
C.2,18.524,C
C.2,17.8966,C
C.2,16.9868,C
C.2,17.6728,C
C.2,16.051,C
C.2,21.973,C
C.2,19.6739,C
C.2,19.164,C
C.2,21.1499,C
C.2,17.194,C
C.2,19.0477,C
C.2,13.4092,C
C.2,17.5406,C
C.2,17.7454,C
C.2,15.0398,C
C.2,18.023,C
C.2,22.4377,C
C.2,18.4359,C
C.2,14.9205,C
C.2,16.2734,C
C.2,19.5646,C
C.2,16.3752,C
C.2,17.8956,C
C.2,15.8434,C
C.2,21.6569,C
C.2,19.047,C
C.2,18.765,C
C.2,19.4946,C
C.2,16.2361,C
C.2,17.5252,C
C.2,18.5664,C
C.2,17.2497,C
C.2,19.5409,C
C.2,16.5642,C
C.2,15.7423,C
C.2,20.673,C
C.2,18.0797,C
C.2,15.5267,C
C.2,18.8011,C
C.2,16.7989,C
C.2,19.0363,C
C.2,20.4336,C
C.2,16.248,C
C.2,17.7457,C
C.2,13.5874,C
C.2,19.5867,C
C.2,16.4241,C
C.2,18.9407,C
C.2,16.7193,C
C.2,17.8287,C
C.2,15.4976,C
C.2,16.1506,C
C.2,17.1602,C
C.2,14.2484,C
C.2,13.9199,C
C.2,17.9047,C
C.2,15.2732,C
C.2,17.9214,C
C.2,14.1155,C
C.2,16.0062,C
C.2,19.5491,C
C.2,13.8984,C
C.2,12.4797,C
C.2,12.4417,C
C.2,18.9788,C
C.2,19.9113,C
C.2,15.4769,C
C.2,16.5021,C
C.2,15.0077,C
C.2,16.338,C
C.2,23.2879,C
C.2,15.6432,C
C.2,19.7288,C
C.2,15.8564,C
C.2,18.5003,C
C.2,15.3811,C
C.2,18.272,C
C.2,18.0586,C
C.2,21.2694,C
C.2,16.5591,C
C.2,20.981,C
C.2,16.8444,C
C.2,16.8456,C
C.2,21.6918,C
C.2,17.8644,C
C.2,15.2927,C
C.2,12.7389,C
C.2,16.0598,C
C.2,13.5965,C
C.2,12.733,C
C.2,16.3308,C
C.2,14.3939,C
C.2,16.0231,C
C.2,18.4755,C
C.2,22.4336,C
C.2,15.354,C
C.2,14.2718,C
C.2,18.3044,C
C.2,19.0301,C
C.2,14.7316,C
C.2,15.9578,C
C.2,16.4506,C
C.2,19.7083,C
C.2,11.1443,C
C.2,18.5767,C
C.2,15.6636,C
C.2,16.9898,C
C.2,18.5332,C
C.2,17.442,C
C.2,16.3556,C
C.2,19.833,C
C.2,17.4683,C
C.2,14.8668,C
C.2,19.2416,C
C.2,16.6778,C
C.2,17.5683,C
C.2,12.9024,C
C.2,13.9264,C
C.2,17.0012,C
C.2,15.532,C
C.2,20.1169,C
C.2,15.1248,C
C.2,17.4235,C
C.2,15.1173,C
C.2,15.4214,C
C.2,17.3695,C
C.2,14.8425,C
C.2,15.3731,C
C.2,14.7209,C
C.2,14.1014,C
C.2,18.0853,C
C.2,15.791,C
C.2,19.3527,C
C.2,15.6445,C
C.2,14.7199,C
C.2,20.1768,C
C.2,15.4621,C
C.2,14.5837,C
C.2,19.2666,C
C.2,20.3126,C
C.2,17.2541,C
C.2,22.0628,C
C.2,15.9714,C
C.2,19.9134,C
C.2,17.9273,C
C.2,16.9376,C
C.2,17.9168,C
C.2,15.1191,C
C.2,16.9521,C
C.2,18.0735,C
C.2,15.6817,C
C.2,16.337,C
C.2,17.1568,C
C.2,17.324,C
C.2,17.9261,C
C.2,16.6037,C
C.2,19.4606,C
C.2,19.1419,C
C.2,16.8511,C
C.2,18.4939,C
C.2,13.1256,C
C.2,18.4908,C
C.2,21.055,C
C.2,18.366,C
C.2,15.1862,C
C.2,14.8564,C
C.2,14.5892,C
C.2,20.305,C
C.2,14.2819,C
C.2,17.4993,C
C.2,19.8662,C
C.2,12.5474,C
C.2,14.6283,C
C.2,15.6468,C
C.2,16.2561,C
C.2,15.0059,C
C.2,15.3849,C
C.2,18.3168,C
C.2,17.3856,C
C.2,15.8839,C
C.2,18.5133,C
C.2,20.027,C
C.2,17.8468,C
C.2,18.7825,C
C.2,16.9609,C
C.2,14.5966,C
C.2,17.489,C
C.2,20.7613,C
C.2,14.0493,C
C.2,17.0465,C
C.2,20.9114,C
C.2,18.2037,C
C.2,19.2728,C
C.2,16.0139,C
C.2,15.6935,C
C.2,16.0439,C
C.2,16.535,C
C.2,17.1365,C
C.2,14.9791,C
C.2,15.0819,C
C.2,15.0175,C
C.2,15.5908,C
C.2,18.0886,C
C.2,16.1049,C
C.2,21.3178,C
C.2,16.9359,C
C.2,19.7668,C
C.2,17.3477,C
C.2,13.8531,C
C.2,16.5643,C
C.2,14.5292,C
C.2,18.9505,C
C.2,17.2904,C
C.2,14.4932,C
C.2,14.3124,C
C.2,17.1703,C
C.2,15.8623,C
C.2,14.0841,C
C.2,17.3723,C
C.2,17.8758,C
C.2,15.1609,C
C.2,16.3496,C
C.2,19.6503,C
C.2,14.5025,C
C.2,20.2793,C
C.2,17.0709,C
C.2,17.2396,C
C.2,13.4303,C
C.2,15.162,C
C.2,13.9015,C
C.2,14.5772,C
C.2,20.4956,C
C.2,17.4595,C
C.2,15.6641,C
C.2,17.3814,C
C.2,15.6669,C
C.2,16.8073,C
C.2,17.084,C
C.2,22.0881,C
C.2,22.0633,C
C.2,16.4675,C
C.2,15.4068,C
C.2,16.0254,C
C.2,16.098,C
C.2,15.5248,C
C.2,17.9883,C
C.2,16.9097,C
C.2,17.7483,C
C.2,17.2134,C
C.2,17.0509,C
C.2,16.5922,C
C.2,14.9762,C
C.2,16.6881,C
C.2,13.1404,C
C.2,16.1887,C
C.2,16.8852,C
C.2,16.1233,C
C.2,16.7269,C
C.2,17.3553,C
C.2,19.3875,C
C.2,18.9156,C
C.2,17.9439,C
C.2,16.071,C
C.2,12.5993,C
C.2,15.8309,C
C.2,15.516,C
C.2,13.5163,C
C.2,17.0002,C
C.2,16.4178,C
C.2,13.4751,C
C.2,19.4772,C
C.2,14.5996,C
C.2,16.8438,C
C.2,13.6006,C
C.2,16.0305,C
C.2,14.8738,C
C.2,13.109,C
C.2,19.0174,C
C.2,14.5154,C
C.2,18.1722,C
C.2,14.4856,C
C.2,12.8189,C
C.2,18.5869,C
C.2,17.9579,C
C.2,14.0611,C
C.2,16.2005,C
C.2,12.3946,C
C.2,17.7603,C
C.2,17.92,C
C.2,16.926,C
C.2,14.7376,C
C.2,14.752,C
C.2,15.9136,C
C.2,17.6424,C
C.2,18.8212,C
C.2,16.2141,C
C.2,15.8113,C
C.2,17.265,C
C.2,17.0468,C
C.2,17.7799,C
C.2,18.9037,C
C.2,19.1325,C
C.2,15.5426,C
C.2,16.5215,C
C.2,15.082,C
C.2,19.5495,C
C.2,15.1928,C
C.2,15.3,C
C.2,18.779,C
C.2,15.4428,C
C.2,17.5195,C
C.2,18.9313,C
C.2,17.3584,C
C.2,17.592,C
C.2,18.248,C
C.2,14.65,C
C.2,15.6619,C
C.2,17.411,C
C.2,17.1711,C
C.2,19.7229,C
C.2,14.9848,C
C.2,16.8066,C
C.2,18.5266,C
C.2,19.4067,C
C.2,18.5488,C
C.2,20.1662,C
C.2,22.8059,C
C.2,15.6358,C
C.2,13.3637,C
C.2,18.5974,C
C.2,18.112,C
C.2,15.591,C
C.2,18.0675,C
C.2,17.4925,C
C.2,15.5713,C
C.2,17.1404,C
C.2,13.8082,C
C.2,14.8829,C
C.2,13.3629,C
C.2,15.2846,C
C.2,12.842,C
C.2,18.2071,C
C.2,13.8698,C
C.2,18.8377,C
C.2,19.2267,C
C.2,16.0512,C
C.2,14.8479,C
C.2,18.1094,C
C.2,14.6681,C
C.2,16.1948,C
C.2,18.9819,C
C.2,19.0144,C
C.2,16.314,C
C.2,16.2832,C
C.2,19.2542,C
C.2,18.9115,C
C.2,18.2172,C
C.2,18.5232,C
C.2,15.174,C
C.2,14.8422,C
C.2,17.15,C
C.2,15.2735,C
C.2,16.0059,C
C.2,16.0318,C
C.2,19.2638,C
C.2,20.0579,C
C.2,18.1271,C
C.2,18.3133,C
C.2,13.3841,C
C.2,16.0793,C
C.2,16.7806,C
C.2,19.0301,C
C.2,16.7443,C
C.2,15.87,C
C.2,12.5115,C
C.2,15.1486,C
C.2,17.3516,C
C.2,17.2659,C
C.2,18.2393,C
C.2,19.6787,C
C.2,20.0607,C
C.2,16.2338,C
C.2,16.3449,C
C.2,17.0361,C
C.2,15.854,C
C.2,14.6076,C
C.2,19.3255,C
C.2,18.6878,C
C.2,17.0176,C
C.2,15.2568,C
C.2,15.4805,C
C.2,14.5989,C
C.2,17.9093,C
C.2,20.5428,C
C.2,17.8438,C
C.2,16.0247,C
C.2,16.4142,C
C.2,15.4132,C
C.2,15.6938,C
C.2,16.07,C
C.2,15.0741,C
C.2,16.6647,C
C.2,16.5136,C
C.2,16.1549,C
C.2,15.0752,C
C.2,17.3656,C
C.2,15.6001,C
C.2,17.8421,C
C.2,16.2563,C
C.2,16.6558,C
C.2,15.363,C
C.2,17.712,C
C.2,15.9347,C
C.2,18.2712,C
C.2,15.657,C
C.2,17.7375,C
C.2,17.0369,C
C.2,16.2877,C
C.2,14.1205,C
C.2,18.1661,C
C.2,21.8299,C
C.2,18.2412,C
C.2,17.8554,C
C.2,14.3796,C
C.2,16.7008,C
C.2,18.3002,C
C.2,18.4796,C
C.2,17.3248,C
C.2,16.0132,C
C.2,15.5988,C
C.2,16.432,C
C.2,21.447,C
C.2,15.961,C
C.2,18.2509,C
C.2,17.8055,C
C.2,14.8794,C
C.2,13.3028,C
C.2,16.0355,C
C.2,14.3833,C
C.2,21.5847,C
C.2,17.2146,C
C.2,17.426,C
C.2,15.7239,C
C.2,17.0962,C
C.2,15.8038,C
C.2,15.3313,C
C.2,14.8769,C
C.2,19.0721,C
C.2,15.0415,C
C.2,13.9429,C
C.2,16.4622,C
C.2,16.7562,C
C.2,12.1876,C
C.2,17.3899,C
C.2,17.3397,C
C.2,13.8424,C
C.2,14.2774,C
C.2,14.1766,C
C.2,17.5933,C
C.2,16.8148,C
C.2,19.0169,C
C.2,20.5143,C
C.2,18.217,C
C.2,12.4851,C
C.2,17.2564,C
C.2,16.0663,C
C.2,14.9724,C
C.2,15.1822,C
C.2,14.1003,C
C.2,14.9698,C
C.2,12.8214,C
C.2,18.1667,C
C.2,19.8056,C
C.2,16.504,C
C.2,13.7973,C
C.2,15.4641,C
C.2,17.1899,C
C.2,17.1201,C
C.2,17.2089,C
C.2,17.9913,C
C.2,12.5777,C
C.2,19.9356,C
C.2,19.3712,C
C.2,15.8716,C
C.2,13.7416,C
C.2,15.6885,C
C.2,13.2905,C
C.2,18.5624,C
C.2,13.721,C
C.2,13.2585,C
C.2,12.4877,C
C.2,12.3311,C
C.2,13.8696,C
C.2,16.3486,C
C.2,17.1639,C
C.2,16.219,C
C.2,14.1576,C
C.2,17.9024,C
C.2,17.0409,C
C.2,14.7031,C
C.2,18.1676,C
C.2,16.4367,C
C.2,16.5542,C
C.2,15.739,C
C.2,12.8256,C
C.2,18.9906,C
C.2,15.7726,C
C.2,18.9925,C
C.2,15.7293,C
C.2,17.2536,C
C.2,16.5855,C
C.2,13.194,C
C.2,14.7257,C
C.2,15.0068,C
C.2,15.1936,C
C.2,20.6703,C
C.2,14.8029,C
C.2,12.4666,C
C.2,19.0249,C
C.2,17.3981,C
C.2,18.593,C
C.2,18.4627,C
C.2,22.7365,C
C.2,16.9297,C
C.2,16.133,C
C.2,17.4329,C
C.2,18.0381,C
C.2,14.3901,C
C.2,17.0299,C
C.2,15.4956,C
C.2,15.7004,C
C.2,17.6151,C
C.2,15.0961,C
C.2,15.2445,C
C.2,19.1407,C
C.2,18.498,C
C.2,15.4089,C
C.2,18.6794,C
C.2,16.0913,C
C.2,16.4331,C
C.2,20.3766,C
C.2,16.5097,C
C.2,13.3098,C
C.2,18.2535,C
C.2,19.9936,C
C.2,15.3206,C
C.2,19.035,C
C.2,17.2161,C
C.2,15.6652,C
C.2,15.5208,C
C.2,16.467,C
C.2,14.9912,C
C.2,14.6533,C
C.2,13.4739,C
C.2,15.3839,C
C.2,13.5207,C
C.2,14.3021,C
C.2,15.5865,C
C.2,17.5455,C
C.2,16.1692,C
C.2,12.1316,C
C.2,14.7659,C
C.2,10.3155,C
C.2,16.0988,C
C.2,18.747,C
C.2,15.7086,C
C.2,15.2524,C
C.2,15.9413,C
C.2,16.3098,C
C.2,17.4021,C
C.2,16.4597,C
C.2,14.3555,C
C.2,16.9885,C
C.2,15.3915,C
C.2,15.7966,C
C.2,16.5034,C
C.2,14.6281,C
C.2,15.8052,C
C.2,16.7907,C
C.2,15.7149,C
C.2,15.6384,C
C.2,16.2389,C
C.2,17.1354,C
C.2,18.9423,C
C.2,14.7358,C
C.2,15.3326,C
C.2,17.7635,C
C.2,15.9965,C
C.2,18.6263,C
C.2,15.9383,C
